userid,movieId,title,rating,genres
14997,527,Schindler's List (1993),4,Drama|War
14997,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
14997,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
14997,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15134,110,Braveheart (1995),3.5,Action|Drama|War
15134,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15134,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
15134,527,Schindler's List (1993),4,Drama|War
15134,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
15134,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
15134,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15142,110,Braveheart (1995),4.5,Action|Drama|War
15142,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15142,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
15142,527,Schindler's List (1993),5,Drama|War
15142,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15142,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15142,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
15187,110,Braveheart (1995),0.5,Action|Drama|War
15187,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
15187,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
15187,527,Schindler's List (1993),3,Drama|War
15187,260,Star Wars: Episode IV - A New Hope (1977),1.5,Action|Adventure|Sci-Fi
15187,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
15187,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
15204,110,Braveheart (1995),4,Action|Drama|War
15204,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
15204,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
15204,527,Schindler's List (1993),1,Drama|War
15204,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
15204,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
15204,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15238,110,Braveheart (1995),3.5,Action|Drama|War
15238,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
15238,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15238,527,Schindler's List (1993),4.5,Drama|War
15238,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15238,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
15238,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
15300,110,Braveheart (1995),2.5,Action|Drama|War
15300,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
15300,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15300,527,Schindler's List (1993),1,Drama|War
15300,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15300,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
15300,1307,When Harry Met Sally... (1989),3,Comedy|Romance
15301,110,Braveheart (1995),5,Action|Drama|War
15301,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
15301,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
15301,527,Schindler's List (1993),4.5,Drama|War
15301,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
15301,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
15301,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15326,110,Braveheart (1995),4,Action|Drama|War
15326,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15326,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15326,527,Schindler's List (1993),4.5,Drama|War
15326,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15326,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
15326,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15428,110,Braveheart (1995),5,Action|Drama|War
15428,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
15428,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
15428,527,Schindler's List (1993),5,Drama|War
15428,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15428,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
15428,1307,When Harry Met Sally... (1989),5,Comedy|Romance
15459,110,Braveheart (1995),3.5,Action|Drama|War
15459,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
15459,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15459,527,Schindler's List (1993),5,Drama|War
15459,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
15459,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15459,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15487,110,Braveheart (1995),3.5,Action|Drama|War
15487,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
15487,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
15487,527,Schindler's List (1993),4,Drama|War
15487,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
15487,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
15487,1307,When Harry Met Sally... (1989),3,Comedy|Romance
15513,110,Braveheart (1995),4,Action|Drama|War
15513,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15513,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
15513,527,Schindler's List (1993),4,Drama|War
15513,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15513,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
15513,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
15555,110,Braveheart (1995),5,Action|Drama|War
15555,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
15555,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
15555,527,Schindler's List (1993),5,Drama|War
15555,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15555,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15555,1307,When Harry Met Sally... (1989),5,Comedy|Romance
15572,110,Braveheart (1995),5,Action|Drama|War
15572,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
15572,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15572,527,Schindler's List (1993),3,Drama|War
15572,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15572,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
15572,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
15598,110,Braveheart (1995),5,Action|Drama|War
15598,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15598,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15598,527,Schindler's List (1993),5,Drama|War
15598,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15598,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15598,1307,When Harry Met Sally... (1989),2,Comedy|Romance
15614,110,Braveheart (1995),5,Action|Drama|War
15614,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15614,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15614,527,Schindler's List (1993),5,Drama|War
15614,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15614,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
15614,1307,When Harry Met Sally... (1989),3,Comedy|Romance
15686,110,Braveheart (1995),4,Action|Drama|War
15686,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
15686,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15686,527,Schindler's List (1993),5,Drama|War
15686,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15686,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
15686,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15703,110,Braveheart (1995),2,Action|Drama|War
15703,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
15703,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
15703,527,Schindler's List (1993),4,Drama|War
15703,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15703,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
15703,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15735,110,Braveheart (1995),4,Action|Drama|War
15735,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
15735,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
15735,527,Schindler's List (1993),5,Drama|War
15735,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15735,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
15735,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15748,110,Braveheart (1995),4.5,Action|Drama|War
15748,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15748,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
15748,527,Schindler's List (1993),5,Drama|War
15748,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
15748,1,Toy Story (1995),2,Adventure|Animation|Children|Comedy|Fantasy
15748,1307,When Harry Met Sally... (1989),1,Comedy|Romance
15753,110,Braveheart (1995),4,Action|Drama|War
15753,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15753,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
15753,527,Schindler's List (1993),5,Drama|War
15753,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
15753,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
15753,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
15794,110,Braveheart (1995),1,Action|Drama|War
15794,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
15794,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
15794,527,Schindler's List (1993),4.5,Drama|War
15794,260,Star Wars: Episode IV - A New Hope (1977),2.5,Action|Adventure|Sci-Fi
15794,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15794,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
15811,110,Braveheart (1995),2,Action|Drama|War
15811,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15811,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15811,527,Schindler's List (1993),3.5,Drama|War
15811,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
15811,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
15811,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15815,110,Braveheart (1995),5,Action|Drama|War
15815,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15815,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
15815,527,Schindler's List (1993),5,Drama|War
15815,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15815,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15815,1307,When Harry Met Sally... (1989),5,Comedy|Romance
15849,110,Braveheart (1995),4,Action|Drama|War
15849,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15849,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
15849,527,Schindler's List (1993),4.5,Drama|War
15849,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
15849,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15849,1307,When Harry Met Sally... (1989),5,Comedy|Romance
15962,110,Braveheart (1995),4,Action|Drama|War
15962,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
15962,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
15962,527,Schindler's List (1993),4,Drama|War
15962,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
15962,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
15962,1307,When Harry Met Sally... (1989),4,Comedy|Romance
15965,110,Braveheart (1995),3.5,Action|Drama|War
15965,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
15965,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
15965,527,Schindler's List (1993),4,Drama|War
15965,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15965,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
15965,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
15970,110,Braveheart (1995),5,Action|Drama|War
15970,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
15970,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
15970,527,Schindler's List (1993),4,Drama|War
15970,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
15970,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
15970,1307,When Harry Met Sally... (1989),2,Comedy|Romance
16002,110,Braveheart (1995),4,Action|Drama|War
16002,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
16002,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
16002,527,Schindler's List (1993),4.5,Drama|War
16002,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
16002,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
16002,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
16044,110,Braveheart (1995),4,Action|Drama|War
16044,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
16044,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16044,527,Schindler's List (1993),5,Drama|War
16044,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
16044,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
16044,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
16105,110,Braveheart (1995),3.5,Action|Drama|War
16105,2959,Fight Club (1999),1.5,Action|Crime|Drama|Thriller
16105,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
16105,527,Schindler's List (1993),4.5,Drama|War
16105,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
16105,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
16105,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
16158,110,Braveheart (1995),4,Action|Drama|War
16158,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
16158,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16158,527,Schindler's List (1993),5,Drama|War
16158,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16158,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
16158,1307,When Harry Met Sally... (1989),5,Comedy|Romance
16222,110,Braveheart (1995),3,Action|Drama|War
16222,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
16222,356,Forrest Gump (1994),2,Comedy|Drama|Romance|War
16222,527,Schindler's List (1993),2,Drama|War
16222,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
16222,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
16222,1307,When Harry Met Sally... (1989),3,Comedy|Romance
16232,110,Braveheart (1995),3.5,Action|Drama|War
16232,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
16232,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16232,527,Schindler's List (1993),4,Drama|War
16232,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16232,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
16232,1307,When Harry Met Sally... (1989),5,Comedy|Romance
16323,110,Braveheart (1995),3.5,Action|Drama|War
16323,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
16323,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16323,527,Schindler's List (1993),4.5,Drama|War
16323,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
16323,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
16323,1307,When Harry Met Sally... (1989),2,Comedy|Romance
16338,110,Braveheart (1995),4.5,Action|Drama|War
16338,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
16338,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
16338,527,Schindler's List (1993),4.5,Drama|War
16338,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16338,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
16338,1307,When Harry Met Sally... (1989),3,Comedy|Romance
16377,110,Braveheart (1995),4,Action|Drama|War
16377,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
16377,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16377,527,Schindler's List (1993),3.5,Drama|War
16377,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
16377,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
16377,1307,When Harry Met Sally... (1989),3,Comedy|Romance
16388,110,Braveheart (1995),5,Action|Drama|War
16388,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
16388,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16388,527,Schindler's List (1993),4,Drama|War
16388,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16388,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
16388,1307,When Harry Met Sally... (1989),4,Comedy|Romance
16444,110,Braveheart (1995),4.5,Action|Drama|War
16444,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
16444,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16444,527,Schindler's List (1993),3.5,Drama|War
16444,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
16444,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
16444,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
16520,110,Braveheart (1995),4,Action|Drama|War
16520,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
16520,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16520,527,Schindler's List (1993),4.5,Drama|War
16520,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
16520,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
16520,1307,When Harry Met Sally... (1989),3,Comedy|Romance
16552,110,Braveheart (1995),5,Action|Drama|War
16552,2959,Fight Club (1999),1,Action|Crime|Drama|Thriller
16552,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
16552,527,Schindler's List (1993),5,Drama|War
16552,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16552,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
16552,1307,When Harry Met Sally... (1989),5,Comedy|Romance
16561,110,Braveheart (1995),4,Action|Drama|War
16561,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
16561,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
16561,527,Schindler's List (1993),5,Drama|War
16561,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16561,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
16561,1307,When Harry Met Sally... (1989),4,Comedy|Romance
16568,110,Braveheart (1995),4,Action|Drama|War
16568,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
16568,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16568,527,Schindler's List (1993),4,Drama|War
16568,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
16568,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
16568,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
16638,110,Braveheart (1995),4,Action|Drama|War
16638,2959,Fight Club (1999),2.5,Action|Crime|Drama|Thriller
16638,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
16638,527,Schindler's List (1993),4.5,Drama|War
16638,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16638,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
16638,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
16658,110,Braveheart (1995),4,Action|Drama|War
16658,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
16658,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
16658,527,Schindler's List (1993),5,Drama|War
16658,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16658,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
16658,1307,When Harry Met Sally... (1989),4,Comedy|Romance
16711,110,Braveheart (1995),4,Action|Drama|War
16711,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
16711,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
16711,527,Schindler's List (1993),4,Drama|War
16711,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
16711,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
16711,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
16723,110,Braveheart (1995),4.5,Action|Drama|War
16723,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
16723,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
16723,527,Schindler's List (1993),5,Drama|War
16723,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16723,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
16723,1307,When Harry Met Sally... (1989),4,Comedy|Romance
16741,110,Braveheart (1995),3,Action|Drama|War
16741,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
16741,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
16741,527,Schindler's List (1993),4,Drama|War
16741,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
16741,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
16741,1307,When Harry Met Sally... (1989),2,Comedy|Romance
16755,110,Braveheart (1995),4,Action|Drama|War
16755,2959,Fight Club (1999),2,Action|Crime|Drama|Thriller
16755,356,Forrest Gump (1994),1,Comedy|Drama|Romance|War
16755,527,Schindler's List (1993),5,Drama|War
16755,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16755,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
16755,1307,When Harry Met Sally... (1989),3,Comedy|Romance
16940,110,Braveheart (1995),3.5,Action|Drama|War
16940,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
16940,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
16940,527,Schindler's List (1993),3.5,Drama|War
16940,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
16940,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
16940,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
17008,110,Braveheart (1995),4,Action|Drama|War
17008,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
17008,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
17008,527,Schindler's List (1993),5,Drama|War
17008,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
17008,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
17008,1307,When Harry Met Sally... (1989),3,Comedy|Romance
17032,110,Braveheart (1995),5,Action|Drama|War
17032,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
17032,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
17032,527,Schindler's List (1993),4,Drama|War
17032,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
17032,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
17032,1307,When Harry Met Sally... (1989),4,Comedy|Romance
17039,110,Braveheart (1995),5,Action|Drama|War
17039,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
17039,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
17039,527,Schindler's List (1993),5,Drama|War
17039,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
17039,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
17039,1307,When Harry Met Sally... (1989),5,Comedy|Romance
17044,110,Braveheart (1995),4,Action|Drama|War
17044,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
17044,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
17044,527,Schindler's List (1993),4,Drama|War
17044,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
17044,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
17044,1307,When Harry Met Sally... (1989),3,Comedy|Romance
17058,110,Braveheart (1995),4.5,Action|Drama|War
17058,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
17058,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
17058,527,Schindler's List (1993),5,Drama|War
17058,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
17058,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
17058,1307,When Harry Met Sally... (1989),4,Comedy|Romance
17079,110,Braveheart (1995),3,Action|Drama|War
17079,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
17079,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
17079,527,Schindler's List (1993),4,Drama|War
17079,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
17079,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
17079,1307,When Harry Met Sally... (1989),3,Comedy|Romance
17160,110,Braveheart (1995),3.5,Action|Drama|War
17160,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
17160,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
17160,527,Schindler's List (1993),4.5,Drama|War
17160,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
17160,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
17160,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
17216,110,Braveheart (1995),3.5,Action|Drama|War
17216,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
17216,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
17216,527,Schindler's List (1993),5,Drama|War
17216,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
17216,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
17216,1307,When Harry Met Sally... (1989),4,Comedy|Romance
17238,110,Braveheart (1995),3,Action|Drama|War
17238,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
17238,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
17238,527,Schindler's List (1993),3,Drama|War
17238,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
17238,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
17238,1307,When Harry Met Sally... (1989),3,Comedy|Romance
17253,110,Braveheart (1995),4,Action|Drama|War
17253,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
17253,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
17253,527,Schindler's List (1993),5,Drama|War
